title,tag,info,comments,content
爱的五种语言,豆瓣图书标签: 人际关系,盖瑞·查普曼 / 王云良 / 中国轻工业出版社 / 2006-1 / 20.00元,(4330人评价),《爱的五种语言》值得婚前的恋爱男女阅读，更值得已婚的夫妻阅读，在离婚率高涨的今天，这本书实在是无价的。《爱的五种语言》持续50周出现在《出版者周刊》的畅销书...
人性的弱点,豆瓣图书标签: 人际关系,[美]戴尔·卡耐基 / 朱凡希、王林 / 译林出版社 / 2016-6 / 28.00,(579人评价),本书主要讲述了如何构建成功的人际关系，主要包括商务沟通和与人交往的策略，以及如何处理好与家人的关系，从而为你事业的成功打下良好的基础。作为卡耐基最成功的励志...
情商,豆瓣图书标签: 人际关系,大卫·R.卡鲁索 (David R.Caruso)、彼得·萨洛维 (Peter Salovey) / 张丽丽 / 高等教育出版社 / 2016-3-1 / 49.8 精装；39.8 平装,(119人评价),《情商》的作者之一耶鲁大学校长彼得·萨洛维（Peter Salovey），也是著名的心理学家，他是“情商”理论的创始人之一，《情商》详细介绍了该理论的基本知...
影响力,豆瓣图书标签: 人际关系,罗伯特•B•西奥迪尼 (Robert B. Cialdini) / 闾佳 / 万卷出版公司 / 2010-9-20 / 45.00元,(8513人评价),自1986年出版以来，作为获得美国心理协会、美国心理学基金会年度大奖提名的西奥迪尼经典著作，本书已经成为史上最强大、最震摄人心、最诡谲的心理学畅销书，24年...
别独自用餐,豆瓣图书标签: 人际关系,[美] 基思·法拉奇 / 施宇光 / 世界知识出版社 / 2010-10 / 32.00元,(2468人评价),"《别独自用餐》是法拉奇的第一部作品，也是一本畅销书。
法拉奇用亲身经历讲述了一个来自贫穷家庭的孩子，从给人当球童起，悟出人际交往和人脉对成功的重要性。这让他..."
高难度谈话,豆瓣图书标签: 人际关系,[美] 道格拉斯·斯通、布鲁斯·佩顿、希拉·汉 / 王甜甜 / 中国城市出版社 / 2011-2 / 38.00元,(3146人评价),道歉；客户迟疑不定；供货商百般刁难；突发的公共关系危机；想让别人帮忙，却难以启齿……教你破解潜藏在高难度谈话中的隐形结构，剖析高难度谈话的三个层次：“发生了...
沟通圣经,豆瓣图书标签: 人际关系,[英]尼基·斯坦顿 / 罗慕谦 / 北京联合出版公司·后浪出版公司 / 2015-12 / 45.00元,(1510人评价),"畅销英国三十余年，修订五次的沟通全技巧
资深管理培训师多年实践经验总结
教你用最恰当的沟通方式达到预期效果
...................
※编辑推..."
他人的力量：如何寻求受益一生的人际关系,豆瓣图书标签: 人际关系,[美] 亨利·克劳德 （Henry Cloud） / 邹东 / 机械工业出版社 / 2017-11 / 45.00,(427人评价),"《他人的力量：如何寻求受益一生的人际关系》告诉我们：
在你的日常生活中，
与同事相处、与家人度假、与朋友聚餐，或者和爱人散步时，
不要害怕去审视你的内心。
..."
亲密关系,豆瓣图书标签: 人际关系,[美] 莎伦·布雷姆、丹尼尔·珀尔曼、罗兰·米勒、苏珊·坎贝尔 / 郭辉、肖斌 / 人民邮电出版社 / 2005-10 / 49.00元,(3725人评价),本书探究了长期以来诗人、剧作家、哲学家，乃至医学家对亲密关系的理解和论断。由于数千年来科学家对亲密关系研究的忽视，当通俗心理学占据了关系学的主导地位时，人们...
﻿爱的博弈,豆瓣图书标签: 两性,约翰·戈特曼 (John Gottman)、娜恩·西尔弗 (Nan Silver) / 穆君、伏维 / 浙江人民出版社 / 2014-1-1 / 49.90,(1331人评价),"20世纪最具影响力的心理治疗大师、美国“婚姻教皇”约翰·戈特曼亲密关系四部曲之三，美国亚马逊热销13年，让婚姻持久保鲜的人际关系圣经。
揭示关于爱的谜团：该..."
亲密关系,豆瓣图书标签: 两性,罗兰•米勒 (Rowland Miller)、丹尼尔•珀尔曼 (Daniel Perlman) / 王伟平 / 人民邮电出版社 / 2011-1-1 / 68.00元,(11868人评价),"爱情是人类情感中最美妙的一种体验，古今中外关于爱情的伟大文学作品有许多，但从心理学角度对两性关系进行科学而系统总结的专著尚为数不多。
《亲密关系》从一出版，..."
李银河说爱情,豆瓣图书标签: 两性,李银河 / 北京十月文艺出版社 / 2019-8 / 45,(5967人评价),"四十堂关于爱情的必修课，社会学家、学者李银河为你讲透爱情、婚姻与性的本质。
本书是李银河四十年来婚姻、家庭与性研究领域的集大成之作，是作者对毕生的研究积累和..."
失乐园,豆瓣图书标签: 两性,[日]渡边淳一 / 竺家荣 / 北京联合出版公司 / 2014-6 / 39.80元,(21699人评价),"本书为渡边淳一情爱小说代表作，超级畅销书。
本书讲述的是一场悲剧性的婚外恋，从一个侧面反映了都市生活和当代日本人的种种心态。作品情节生动曲折，真切感人，文字..."
亲密关系,豆瓣图书标签: 两性,[美] 罗兰·米勒 (Rowland S. Miller) / 王伟平 译、彭凯平 校 / 人民邮电出版社 / 2015-6 / 138.00元,(4142人评价),亲密关系与泛泛之交有什么区别；大丈夫与小女子真的般配吗；吸引力的秘密是什么；男人与女人真的是不同的动物吗；同性恋真的是由基因决定的吗；单亲家庭的孩子长大后更...
如何让你爱的人爱上你,豆瓣图书标签: 两性,[美] 莉尔·朗兹 / 毛燕鸿 / 新世界出版社 / 2011-6 / 38.50元,(3622人评价),"关键问题 ，精辟解析，
让你恋商即刻飙升，稳稳俘获意中人！
你应该去哪里找寻自己的心上人？ 什么“货币”能够“买”到好伴侣？ 如何在初次约会时就令对方怦然心..."
好的婚姻，要守护财产和爱,豆瓣图书标签: 两性,吴杰臻 / 北京联合出版有限公司 / 2019-12 / 49.80元,(1067人评价),世界变化越来越快，离婚大战在我们身边时有上演。作为一名离婚律师，吴杰臻律师目睹了婚姻百态，当“教人离婚”成为日常工作时，他也在不断对婚姻进行思考，希望能从中...
亲密关系：通往灵魂的桥梁,豆瓣图书标签: 两性,[加]克里斯多福•孟 / 张德芬、余蕙玲 / 湖南文艺出版社 / 2015-4 / 35.00,(6711人评价),"★国际演说家、生命教练和咨商师克里斯多福•孟经典作品。
★华语世界深具影响力身心灵作家张德芬翻译并全力推荐。
★本书让你掌握所有人际关系包括温暖浪漫的亲密关..."
幸福的婚姻,豆瓣图书标签: 两性,[美] 约翰·戈特曼、[美] 娜恩·西尔弗 / 刘小敏 / 浙江人民出版社 / 2014-2 / 49.90元,(1262人评价),《幸福的婚姻》是一本非常实用的婚姻指南，任何夫妻都能从中受益。书中戈特曼博士用大数据还原婚姻关系的真相，并总结出使婚姻免于破裂的7个法则，引导读者创建一桩高...
男人这东西,豆瓣图书标签: 两性,[日]渡边淳一 / 炳坤 郑成 / 文化艺术出版社 / 2004-02 / 24.00,(11300人评价),渡边淳一依据自身亲身观察与体验写的《男人这东西》，  在日本出版后曾引起巨大反响。作者用文学的笔法分析了男人与女人的性心理发育过程，着力探索计策性活动的文学...
亲密陷阱,豆瓣图书标签: 两性,[比利时]埃丝特•佩瑞尔（Esther Perel) / 若水 / 上海社会科学院出版社|青豆书坊 / 2019-10 / 46.8 元,(384人评价),"好的婚姻，一半是爱，一半是性。当代亲密关系领域洞察力先锋埃丝特•佩瑞尔权威婚恋经典，帮你拥有真挚永恒的亲密关系，让浪漫的火花持续一生。
为什么婚后很快没了激..."
男人来自火星 女人来自金星,豆瓣图书标签: 两性,[美] 约翰·格雷 / 于海生 / 吉林文史出版社 / 2005-3 / 28.00元,(13003人评价),《男人来自火星 女人来自金星》是一本有助于改善夫妻关系、保持美满婚姻，使夫妻结伴走完人生旅途的通俗性的心理自助读物。英文版于1992年在美国首次出版。出版后...
紫阳花日记,豆瓣图书标签: 两性,[日] 渡边淳一 / 王智新 / 青岛出版社 / 2020-3 / 69,(246人评价),"【编辑推荐】
★如果说《失乐园》演绎的是爱情的理想版，那么《紫阳花日记》展现的则是情感的现实版。
★一部“婚姻生活的启示录” ，一场道德与欲望的较量。
★直..."
失乐园,豆瓣图书标签: 两性,[日] 渡边淳一 / 林少华 / 青岛出版社 / 2018-1 / 45,(2098人评价),林少华译的《失乐园(全新林译本)》讲述了供职于某出版社的久木，时常感到家庭生活乏味，夫妻间总是客客气气。他在朋友衣川的文化中心偶然邂逅气质高雅的书法老师凛子...
性学三论,豆瓣图书标签: 两性,(奥) 西格蒙德·弗洛伊德 / 徐胤 / 浙江文艺出版社 / 2015-4 / 32.00元,(3344人评价),《性学三论》是心理学宗师弗洛伊德开性学先河之作。在这部作品中，他首度将精神分析法运用于性研究，通过梳理从幼儿期到青春期，寻常男女性冲动的萌芽和成长，发现并探...
为爱成婚,豆瓣图书标签: 两性,［美］斯蒂芬妮·孔茨 / 刘君宇 / 中信出版集团·见识城邦 / 2020-3-8 / 68,(145人评价),今天，婚姻被人们视为爱情与友谊、性与稳定生活的幸福港湾。但同时，它又常常在现实中给我们带来种种焦虑和痛苦。这种令人沮丧的落差让我们忍不住去探究：什么是婚姻？...
爱的五种能力,豆瓣图书标签: 两性,赵永久 / 中国华侨出版社 / 2013-4 / 29.80元,(888人评价),"知名情感教练赵永久将爱的能力变成了一门情商训练课，让爱情可以来得更好，幸福可以来得更早。
这门悄悄流行于北上广的婚恋情商课，正不断升温。
95%的学员纷纷感..."
爱的五种语言,豆瓣图书标签: 两性,盖瑞·查普曼 / 王云良 / 中国轻工业出版社 / 2006-1 / 20.00元,(4330人评价),《爱的五种语言》值得婚前的恋爱男女阅读，更值得已婚的夫妻阅读，在离婚率高涨的今天，这本书实在是无价的。《爱的五种语言》持续50周出现在《出版者周刊》的畅销书...
性学观止（上下册）,豆瓣图书标签: 两性,(美)贺兰特•A•凯查杜里安 / 胡颖翀 / 世界图书出版公司 / 2009-12 / 88.00元,(721人评价),1968年，凯查杜里安教授在斯坦福大学开设了世界上人类性学方面首批大学课程中的一门。从那时起，无数学子深受惠益。而这部从其课堂讲义脱胎而来的《性学观止》，多...
单身女性的时代,豆瓣图书标签: 两性,[美]丽贝卡·特雷斯特 / 贺梦菲、薛轲 / 广西师范大学出版社 / 2018-5 / 59.00,(2452人评价),"理想国外文纪实001，《纽约时报》年度选书，美国名记丽贝卡·特雷斯特直击单身女性群体。
★一部单身的通俗史，三十位女性的故事——单身并不是我们这代人的“发明..."
﻿亲子折叠笔记,豆瓣图书标签: 手工,Misa / 湖南教育出版社 / 48.00元,(10人评价),折叠笔记是通过对彩纸的剪贴和折叠来学习知识的笔记形式。在欧美国家，折叠笔记是一种参与度高、互动演练性强的沉浸式主动型学习笔记，是比思维导图还要常用的儿童学习...
手工图鉴,豆瓣图书标签: 手工,[日] 木内胜 著、[日] 木内胜、田中皓也 绘 / 吴逸林 / 四川人民出版社 / 2019-7 / 70.00元,(67人评价),"畅销日本30年 销量超过百万套
这是一本从零开始的手作玩具完全指南
传统玩具、创新玩具，都能自己动手做
...................
※编辑推荐※..."
手工时光-香氛蜡的美妙一刻,豆瓣图书标签: 手工,篠原由子 / 泠点 / 中国画报出版社 / 2019-4 / 48元,(15人评价),"我们以前经常会用到装有香料或香草的小荷包。可惜的是，时间久了，荷包的香味也就淡了。
本书手把手教你制作的“香氛蜡”则可以解决这一烦恼，持久的香味能让我们充分..."
请剪掉这本书,豆瓣图书标签: 手工,[英] 夫·佩特森(Boo Paterson) / 李诺 / 中国画报出版社 / 2018-5 / 118.00元,(15人评价),本书将从最基础的部分讲起，例如剪纸工具的使用方法、剪纸手法、安全提示，以及如何微调。书中亦会介绍更高阶的剪纸技巧与存放剪纸作品的方法。跟随书中简单易懂的教程...
苍山日菜的剪纸课Ⅰ：奇幻国度,豆瓣图书标签: 手工,[日] 苍山日菜 / [日] 千叶万希子 / 后浪丨江西人民出版社 / 2020-1 / 42.00元,(22人评价),"随书附赠可以立刻裁剪的图案纸型
剪纸艺术大师苍山日菜力作，用剪纸和光影构建的奇幻
...................
※编辑推荐※
◎ 享誉国际的剪纸艺..."
我的第一本衍纸书,豆瓣图书标签: 手工,塞纳•瑞娜（Sena Runa） / 吕珂昕 / 中国画报出版社 / 2018-5 / 98.00,(14人评价),在这本书中，你会了解到打造衍纸作品所有需要的工具和材料，以及做出书中20款造型的所有技巧。这些造型涵盖范围广，成人和孩子都能找到自己喜欢的那一款。这些造型的...
最详尽的钩针编织教科书,豆瓣图书标签: 手工,濑端靖子 / 何凝一 / 河南科学技术出版社 / 2012-2 / 32.80元,(127人评价),《最详尽的钩针编织教科书》内容简介：总想尝试钩针编织，却又苦于无从下手吗？这一定是你最想要的、也是最适合你的一本钩针编织教程！《最详尽的钩针编织教科书》分为...
彼得·科恩木工基础,豆瓣图书标签: 手工,彼得·科恩 / 王来、马菲 / 北京科学技术出版社 / 2013-1-1 / 49.80元,(654人评价),《彼得·科恩木工基础》是一本木工入门书，2003年至今稳居木工书畅销榜首，近10万人验证成功的木工学习之路。1993年，美国“家具手工艺中心”校长彼得·科恩...
我的缝纫机笔记,豆瓣图书标签: 手工,叶慈慧 / 河南科学技术出版社 / 2011-1-1 / 39.80元,(100人评价),"这本书将是你彻底学会缝纫机的最佳指导！
跟着本书开始认识缝纫机，掌握操作重点，布作乐趣将超乎你的想象。
第一本最好上手的机缝工具书：从基础操作、设计应用到常..."
青木和子的唯美刺绣,豆瓣图书标签: 手工,青木和子 / 何凝一 / 河南科学技术出版社 / 2011-12 / 28.00元,(317人评价),"在青木和子看来，与玫瑰的邂逅似乎是“命中注定”！种植玫瑰、观赏玫瑰、刺绣玫瑰，已成为她生活中不可或缺的一部分，日子过得幸福而充实，令人羡慕。
本书甄选了29..."
苍山日菜的剪纸课Ⅱ：秘密森林,豆瓣图书标签: 手工,[日] 苍山日菜 / [日] 千叶万希子 / 后浪丨江西人民出版社 / 2020-1 / 45.00元,(16人评价),"随书附赠可以立刻裁剪的图案纸型
剪纸艺术大师苍山日菜力作，栩栩如生的剪纸图案，创意无限的装饰应用
...................
※编辑推荐※
◎ ..."
手工皮艺基础,豆瓣图书标签: 手工,[日]高桥创新出版工房 / 张雨晗 / 北京科学技术出版社 / 2015-1-1 / 48.00元,(68人评价),"想尝试手工制作皮具的读者经常会问：自制皮具需要准备哪些工具？需要掌握哪些技法？哪些作品不容易失败？哪些作品比较有挑战性？
本书引进自日本最大的皮革类图书出版..."
神谷哲史作品集,豆瓣图书标签: 手工,"神谷哲史 / Origami House, Tokyo. Copyright / 2005 / 4000円",(145人评价),"超複雑系折り紙を得意とする神谷氏の8年間の集大成。
作品解説と折り図の説明文を英語と日本語の両方で表記。"
大人的科学：流光幻彩折纸灯,豆瓣图书标签: 手工,日本学研教育出版 / 武岳 / 北京联合出版公司 / 2014-4-1 / 199.00元,(63人评价),"★10年畅销200万套的日本科学手作第一品牌，继首轮火爆上市后，第二季新品重磅登场！
★传统纸艺与现代光学令人惊叹的结合，重温童年折纸、点灯的乐趣！
★外形..."
一个人的幸福手作,豆瓣图书标签: 手工,高木直子 / 黄悦生 / 北京联合出版公司 / 2014-4-1 / CNY 28.00,(1045人评价),《一个人的幸福手作》：这个时代几乎没有什么买不到，但亲自动手制作的东西更能让人感到幸福和温暖。每当找不到合用的家具、买不到称心的饰品，这个时候就自己动手吧！...
木工雕刻全书,豆瓣图书标签: 手工,〔美〕埃弗雷特·爱伦伍德 / 薛涛 / 北京科学技术出版社 / 2014-5-1 / 65.00元,(106人评价),无论你是一名木雕初学者、多年的木雕玩家，还是希望拓展自己技艺的木工，《木工雕刻全书》都能给你很大的帮助。在这本内容全面、图文并茂的书中，著名木雕家埃弗雷特﹒...
小日子：欠削吧，木头,豆瓣图书标签: 手工,许志达 / 青岛出版社 / 2018-3 / 42,(14人评价),本书主要讲述木雕的故事和简单木雕的制作方法。从这本书里，读者不仅能对木雕有一个全方面的了解，还可以亲手制作木雕，由易到难，做出各种可爱的、有趣的木雕物件，并...
木工全书,豆瓣图书标签: 手工,英国DK出版社 / 张亦斌、李文一 / 北京科学技术出版社 / 2014-5-1 / 95.00元,(202人评价),"作为英国持续排名第一的木工经典全书，本书介绍了木工学习所需要的全部基础知识和技巧：
工具   手工工具﹑电动工具及机械工具选择和使用的核心基础及维护
木材 ..."
可爱的手账,豆瓣图书标签: 手工,[日] 宇田川一美 / 陈婧 / 九州出版社 / 2018-11-1 / 45.00元,(364人评价),"* 日本文具品牌MARK’S合作推广师、杂货与文具设计企划师宇田川一美，脑洞大开的萌系手帐技法大放送！
* 公众号“手帐控”Peachbaby、温言作序推荐..."
﻿黄帝内经,豆瓣图书标签: 养生,(唐)王冰 注 / 王冰 注解 / 中医古籍出版社 / 2003-11 / 30.00元,(1719人评价),《黄帝内经》是我国现存医书中最早的典籍之一，成书于战国至秦汉时期，是我国劳动人民长期与疾病做斗争的经验总结。它的问世，开创了中医学独特的理论体系，标志着祖国...
你是你吃出来的,豆瓣图书标签: 养生,夏萌 / 江西科学技术出版社 / 2017-9-1 / 49.8,(1398人评价),"《你是你吃出来的》是前安贞医院营养科主任夏萌总结自身患病经历和10万 临床病例写成。
高血压、高血脂、糖尿病、冠心病等慢病人群都曾陷入同一个误区——误以为低..."
女性养生三步走,豆瓣图书标签: 养生,罗大伦 / 北京联合出版公司 / 2019-1 / 48.00元,(91人评价),"女性养生可以分为三步：
第一步  疏肝气
女性绝大多数疾病都是肝气郁结造成的，原因是压力大，爱生气，总憋屈，时间一长自然就憋出了病。肝气郁结，会由内而外、全..."
饮食的迷思,豆瓣图书标签: 养生,[英] 蒂姆·斯佩克特 / 李超群 / 广西师范大学出版社 / 2019-3 / 52.00,(1152人评价),"【专业全面，打破偏见】
拥有傲人发表量和超高引用率的“学霸”作者，为读者介绍、剖析几乎全部的饮食营养成分及常见的都市流行饮食方案，一书在手，熟悉饮食的方方面..."
斯坦福高效睡眠法,豆瓣图书标签: 养生,[日] 西野精治 / 君风竹 / 文化发展出版社 / 2018-10 / 18.00元,(1077人评价),我们一生有1/3的时间在睡觉，但对于睡眠是怎么一回事，却浑然不知。熬夜会使女性越来越胖？早晨几点起床身体感觉*舒服？平时熬夜，周末补觉有用吗？午觉怎么睡才管...
轻断食,豆瓣图书标签: 养生,[英]麦克尔•莫斯利 医学博士 Dr. Michael Mosley、[英]咪咪•史宾赛 Mimi Spencer / 谢佳真 / 广东科技出版社 / 2014-6-1 / 36.80元,(4704人评价),"◆大S、章子怡、杨幂、姚晨、乐嘉、蔡澜、张德芬、碧昂丝、卷福、珍妮弗洛佩兹、辣妹维多利亚、帕丽斯希尔顿，全球顶级明星正在轻断食！
◆《纽约时报》两个整版报道..."
谷物大脑,豆瓣图书标签: 养生,（美）戴维•珀尔玛特（David Perlmutter）、克里斯廷•洛伯格（Kristin Loberg） / 温旻 / 机械工业出版社 / 2015-5-20 / 45.00元,(2093人评价),"美国健康类第一畅销书！
★ 出版80周长踞Amazon健康类排行榜第1名！
★ 甫出版，即登上《纽约时报》畅销书榜第1名！
★ 《纽约时报》畅销书榜连续在榜..."
说医不二,豆瓣图书标签: 养生,懒兔子 / 北京联合出版公司 / 2016-5 / 39.90,(852人评价),一本让你笑着读完的中医书。用搞笑雷萌的漫画让你秒懂中医，也讲述普遍的生命经验和养生智慧，传递暖暖的爱与正能量。
遵生八笺,豆瓣图书标签: 养生,明·高濂、王大淳 等整理 / 人民卫生出版社 / 2007-11-1 / 39.00元,(330人评价),"全书依次分为清修妙论、四时调摄、起居安乐、延年却病、燕闲清赏、饮馔服食、灵秘丹药、尘外遐举八笺，共19卷，含目录1卷，总20卷。
本书为养生学专著。作者广征..."
中国居民膳食指南,豆瓣图书标签: 养生,中国营养学会 / 西藏人民出版社 / 2010-12 / 29.80元,(478人评价),《中国居民膳食指南》送给您的3件健康“法宝”：一般人群的10条膳食纪律，提要阐述中国营养学会百名专家为普通中国居民量身打造的每一条膳食指南的中心内容，进而科...
人体使用手册,豆瓣图书标签: 养生,吴清忠 / 上海交通大学出版社 / 2013-4-1 / 38.00元,(264人评价),"揭开办公室高危群体的病症真相
全亚洲累计销售突破200万册，2013最新修订版
附赠DVD讲解版
高压时代，送给员工的最贴心礼物
连续5年，公司团购图书全国..."
营养圣经,豆瓣图书标签: 养生,[英]帕特里克·霍尔福德 / 范志红 / 南海出版公司 / 2008-11 / 39.80元,(572人评价),《营养圣经(最新修订版)》作者根据国际营养学最新研究状况进行了更新，并且由国内著名营养学家范志红主持翻译、审订。我国第四次全国营养与健康调查的结果显示，大中...
本草纲目,豆瓣图书标签: 养生,[明]李时珍著 / 重庆 / 1970-1 / 78.00元,(267人评价),《本草纲目(白话彩图本)》是举世闻名的博物学巨典。是世界科技史上最为宏大的、记述所有生民日常实用品物的百科全书。也是中华医库中一部食物养生学及药物学巨著。集...
脾虚的女人老得快,豆瓣图书标签: 养生,佟彤 / 湖南科学技术出版社 / 2013-4 / 32.80元,(462人评价),《脾虚的女人老得快》内容简介：在中国，每10个人里就有5个人脾气虚。脾为后天之本、气血生化之源，无论是肌肉失去弹性、皮肤没有光泽、肤色暗淡、腰间长出“游泳圈...
人体使用手册,豆瓣图书标签: 养生,吴清忠 / 花城出版社 / 2006-1 / 29.00元,(5366人评价),《人体使用手册》的内容最初流行于台湾网络，被网友称之为“网民养生宝典”。书中以中医的理论深入浅出地讲了人体五脏六腑的系统化的关联，提出了保健的基本五项：1、...
清血管降三高,豆瓣图书标签: 养生,李宁、谢洪智 / 江苏凤凰科学技术出版社 / 2020-5-1 / 39.80元,(22人评价),"“养血管就是养命”，血管一旦出现问题，就会导致高血压、糖尿病、高脂血症、动脉粥样硬化、脑卒中等危及生命的疾病。
清理血管垃圾，“三高”降得快。血管堵塞是引发..."
黄帝内经·四气调神,豆瓣图书标签: 养生,徐文兵 梁冬 / 江西科学技术出版社 / 2013-4 / 39.90元,(590人评价),《徐文兵、梁冬对话:黄帝内经四气调神》内容简介：《四气调神》是《黄帝内经•素问》中的第二篇。这是一本教我们如何根据一年四季的气候变化来调整自己的饮食之道、做...
小言黄帝内经与生命科学,豆瓣图书标签: 养生,南怀瑾 / 东方出版社 / 2008年 / 24.00元,(999人评价),《黄帝内经》被誉为中国人养心、养性、养生的“圣经”，不仅是现代中医学的不二源头，更是一部蕴含中国生命哲学之宗的思想著作。其核心是天人相应，认为生命之基在阴阳...
﻿小家，越住越大,豆瓣图书标签: 家居,逯薇 / 中信出版集团 / 2016-5 / 58.00元,(10356人评价),房价高、面积小、东西多、收纳少；节奏快、压力大、时间紧、想法杂……这些是都市人生活普遍面临的问题。但是，即使只有有限的空间，也希望住得舒适、快乐， 纵然蜗居...
小家，越住越大2,豆瓣图书标签: 家居,逯薇 / 中信出版集团股份有限公司 / 2018-4 / 68.00元,(3465人评价),《小家，越住越大》荣获2016年度 “大众喜爱的50种图书”，2016年上市以来，畅销40万册，更不可思议的是，它的版权输出至英国、瑞典、西班牙、罗马尼亚、...
小家，越住越大3,豆瓣图书标签: 家居,逯薇 / 中信出版社 / 2019-9 / 69,(1405人评价),"√ 针对中国家庭生活方式，贴合主流中小户型，中国人的居住宝典
√ 国民住商启蒙书，居住专家逯薇倾力打造，帮你建立完整的居住知识体系
√ “小家，越住越大”系..."
这样装修不后悔（插图修订版）,豆瓣图书标签: 家居,姥姥 / 北京联合出版公司·后浪出版公司 / 2014-5 / 60.00元,(1600人评价),"2013年度台湾设计类图书销量排行榜第1名
中国第一装修门户“土巴兔”推荐
最清晰易读、最接地气的装修施工指南
不想装修完后还要没完没了地返工？不希望与让人..."
住宅设计解剖书,豆瓣图书标签: 家居,増田奏 / 赵可 / 南海出版公司 / 2013-9-1 / 39,(2023人评价),本书是一本图解式的住宅设计与规划解剖书，用易懂的 550 幅插图搭配解说文字，让您清楚了解关于家的所有设计与规划。书中处处可见作者幽默风趣的表达方式及巧妙比...
生活图鉴,豆瓣图书标签: 家居,[日] 越智登代子、平野惠理子 / 张杰雄 / 后浪丨四川人民出版社 / 2018-11 / 70.00元,(626人评价),"畅销日本30年，销量过百万套的日常生活必备实用手册
烹饪、收纳、缝纫、洗衣、清扫、修理……
1200个小妙招带你学习有关生活的一切
..............."
东京风格,豆瓣图书标签: 家居,[日]都筑响一 / 吕灵芝 / 新星出版社 / 2019-5 / 158.00元,(1227人评价),你相信这是在东京吗？十平方米的空间，一扇窗，一块睡觉的地方，没有浴室或厨房，挂满衣服的晾衣绳横贯头顶，脚下是纠缠的电话线、成摞的杂志、昨日的垃圾，桌上是塞满...
家,豆瓣图书标签: 家居,[日] 无印良品 / 广西师范大学出版社 / 2010-5 / 49.00元,(3736人评价),"本书是日本著名生活家居品牌无印良品推出的“无印良品的生活方式”系列概念书之一。
本书的关键词为“要素”——一个围绕居家生活的重心，无印良品将其看做每个家装修..."
住宅读本,豆瓣图书标签: 家居,[日] 中村好文 / 蕾克 / 后浪丨中国华侨出版社 / 2019-1 / 99.80元,(393人评价),"斩获多项建筑设计大奖
曾为村上春树设计住宅的著名建筑师中村好文经典之作
◎ 编辑推荐
☆  家是生活的容器，是心灵休憩的角落，是与家人一起开开心心生活的地方..."
何为美好生活：Beams at Home,豆瓣图书标签: 家居,[日] 宝岛社 / 黄怡轶 / 浦睿文化·湖南美术出版社 / 2017-6 / 128.00元,(612人评价),"●引领日本潮流文化的时尚品牌——BEAMS对美好生活的快乐提案
孩提时代的玩具车、手工制作的民艺品、喜欢的衣服和鞋子……
相信被这些钟爱之物包围时的简单喜悦..."
室内绿植完整手册,豆瓣图书标签: 家居,劳伦·卡米雷利、索菲娅·卡普兰 / 中信出版集团·雅信 / 2020-1-1 / 98,(161人评价),"《室内绿植完整手册》：从植物杀手到园艺达人的室内绿植圣经！
系统梳理品种•科学养护绿植•塑造空间美学，深入探索植物世界。用大叶植物布置客厅角落，或是在工作台..."
家的模样,豆瓣图书标签: 家居,叶怡兰 / 北京联合出版公司 / 2015-10 / 58.00元,(860人评价),“设计师能否满足房主的需求，设计出好住有好看的家？”“如何运用家居设计，让日常生活更方便？”“照片里那种好看的家，真的可以实现吗？真的好用吗？”这些装修与生...
装修设计解剖书,豆瓣图书标签: 家居,松下希和 / 温俊杰 / 南海出版公司 / 2013-9-1 / 39,(945人评价),本书的许多个案都是业界的经典设计，但许多参考这些案例的作品，往往会因为外观、视觉的因素而做一些改变，因而失去了原设计的精髓。本书介绍这些设计的原始初衷，我们...
收纳全书,豆瓣图书标签: 家居,〔日〕文化出版局 / 游韵馨 / 北京联合出版公司 / 2015-11 / 68.00元,(485人评价),"◆ 诚品书店畅销排行NO.1
◆ 75种展示型及隐藏型的创意收纳
◆ 35款好用收纳单品介绍
◆ 12个优质系统储柜品牌介绍
◆ 8种居家收纳风格实例示范
..."
两周逃出脏乱房间,豆瓣图书标签: 家居,[日] 胜间和代 / 沈亦乐 / 后浪丨江苏凤凰文艺出版社 / 2020-3 / 36.00元,(71人评价),"经济学思维方式+断舍离实用技巧
带你两周完成轻松有效的居家整理，回归清爽人生！
◎ 编辑推荐
☆ 实践断舍离的新视角
作为日本知名经济评论家，作者的经济学思..."
爱上收纳：井井有条又热气腾腾的家,豆瓣图书标签: 家居,蚂小蚁 / 慢半拍·化学工业出版社 / 2019-11 / 68.00,(116人评价),"◆房子不能换、东西越来越多、家庭添丁老人同住、工作繁忙没空收拾……
直击现代人居住痛点，提供每天只花10分钟也能让整洁轻松维持的家居收纳提案
◆作者蚂小蚁，..."
家事的抚慰（上册）,豆瓣图书标签: 家居,雪瑞·孟德森 / 林慧珍 / 湖北科学技术出版社 / 2015-4 / 58.00元,(194人评价),一位职业女性，律师兼教授，因为对家务事的热情并乐于享受家务事带来的舒适感受，进而专研家事，并通过亲身实践，结合家事与对家的爱，写出了令人着迷的《家事的抚慰》...
家庭收纳1000例,豆瓣图书标签: 家居,(日)主妇之友社、[日]近藤典子 / 刘丹云 / 吉林科学技术出版社 / 2006-5 / 29.80元,(1947人评价),本书家庭收纳专家总结十八年的经验，一心提炼出这本“永久保存版”，印刷二十宗次，销售几十万册。    作者通过潜心研究，失败过很多次之后，才得出现在的经验。但...
